"","metaanalysisid","site","n1","n2","y1","y2","ZI_study","zi_rate","n_study","b0","b1"
"32147",1346,22,50,50,0,0,1,0.5,25,-3.929,-3.487
"32148",1346,23,50,50,0,0,1,0.5,25,-3.929,-3.487
"32149",1346,24,50,50,0,0,1,0.5,25,-3.929,-3.487
"32150",1346,25,50,50,1,1,0,0.5,25,-3.929,-3.487
"32151",1347,1,50,50,0,0,1,0.5,25,-3.929,-3.487
"32152",1347,2,50,50,0,0,1,0.5,25,-3.929,-3.487
"32153",1347,3,50,50,0,3,0,0.5,25,-3.929,-3.487
"32154",1347,4,50,50,1,3,0,0.5,25,-3.929,-3.487
"32155",1347,5,50,50,0,0,1,0.5,25,-3.929,-3.487
"32156",1347,6,50,50,2,1,0,0.5,25,-3.929,-3.487
"32157",1347,7,50,50,1,1,0,0.5,25,-3.929,-3.487
"32158",1347,8,50,50,0,3,0,0.5,25,-3.929,-3.487
"32159",1347,9,50,50,1,3,0,0.5,25,-3.929,-3.487
"32160",1347,10,50,50,1,3,0,0.5,25,-3.929,-3.487
"32161",1347,11,50,50,1,2,0,0.5,25,-3.929,-3.487
"32162",1347,12,50,50,1,2,0,0.5,25,-3.929,-3.487
"32163",1347,13,50,50,0,0,1,0.5,25,-3.929,-3.487
"32164",1347,14,50,50,1,1,0,0.5,25,-3.929,-3.487
"32165",1347,15,50,50,1,1,0,0.5,25,-3.929,-3.487
"32166",1347,16,50,50,2,3,0,0.5,25,-3.929,-3.487
"32167",1347,17,50,50,1,1,0,0.5,25,-3.929,-3.487
"32168",1347,18,50,50,0,0,0,0.5,25,-3.929,-3.487
"32169",1347,19,50,50,0,0,1,0.5,25,-3.929,-3.487
"32170",1347,20,50,50,2,4,0,0.5,25,-3.929,-3.487
"32171",1347,21,50,50,0,0,1,0.5,25,-3.929,-3.487
"32172",1347,22,50,50,1,1,0,0.5,25,-3.929,-3.487
"32173",1347,23,50,50,0,0,1,0.5,25,-3.929,-3.487
"32174",1347,24,50,50,0,0,1,0.5,25,-3.929,-3.487
"32175",1347,25,50,50,0,0,1,0.5,25,-3.929,-3.487
"32176",1348,1,50,50,0,0,1,0.5,25,-3.929,-3.487
"32177",1348,2,50,50,0,0,1,0.5,25,-3.929,-3.487
"32178",1348,3,50,50,1,0,0,0.5,25,-3.929,-3.487
"32179",1348,4,50,50,0,0,0,0.5,25,-3.929,-3.487
"32180",1348,5,50,50,0,0,1,0.5,25,-3.929,-3.487
"32181",1348,6,50,50,2,1,0,0.5,25,-3.929,-3.487
"32182",1348,7,50,50,2,3,0,0.5,25,-3.929,-3.487
"32183",1348,8,50,50,1,1,0,0.5,25,-3.929,-3.487
"32184",1348,9,50,50,1,0,0,0.5,25,-3.929,-3.487
"32185",1348,10,50,50,0,0,1,0.5,25,-3.929,-3.487
"32186",1348,11,50,50,0,0,1,0.5,25,-3.929,-3.487
"32187",1348,12,50,50,0,0,1,0.5,25,-3.929,-3.487
"32188",1348,13,50,50,0,1,0,0.5,25,-3.929,-3.487
"32189",1348,14,50,50,1,5,0,0.5,25,-3.929,-3.487
"32190",1348,15,50,50,0,0,0,0.5,25,-3.929,-3.487
"32191",1348,16,50,50,0,0,1,0.5,25,-3.929,-3.487
"32192",1348,17,50,50,0,0,1,0.5,25,-3.929,-3.487
"32193",1348,18,50,50,3,3,0,0.5,25,-3.929,-3.487
"32194",1348,19,50,50,1,1,0,0.5,25,-3.929,-3.487
"32195",1348,20,50,50,1,3,0,0.5,25,-3.929,-3.487
"32196",1348,21,50,50,3,11,0,0.5,25,-3.929,-3.487
"32197",1348,22,50,50,0,0,1,0.5,25,-3.929,-3.487
"32198",1348,23,50,50,0,0,1,0.5,25,-3.929,-3.487
"32199",1348,24,50,50,1,0,0,0.5,25,-3.929,-3.487
"32200",1348,25,50,50,0,0,1,0.5,25,-3.929,-3.487
"32201",1349,1,50,50,0,0,1,0.5,25,-3.929,-3.487
"32202",1349,2,50,50,0,0,0,0.5,25,-3.929,-3.487
"32203",1349,3,50,50,1,1,0,0.5,25,-3.929,-3.487
"32204",1349,4,50,50,3,2,0,0.5,25,-3.929,-3.487
"32205",1349,5,50,50,0,0,1,0.5,25,-3.929,-3.487
"32206",1349,6,50,50,1,3,0,0.5,25,-3.929,-3.487
"32207",1349,7,50,50,0,0,1,0.5,25,-3.929,-3.487
"32208",1349,8,50,50,0,0,1,0.5,25,-3.929,-3.487
"32209",1349,9,50,50,0,0,1,0.5,25,-3.929,-3.487
"32210",1349,10,50,50,0,0,1,0.5,25,-3.929,-3.487
"32211",1349,11,50,50,1,2,0,0.5,25,-3.929,-3.487
"32212",1349,12,50,50,1,3,0,0.5,25,-3.929,-3.487
"32213",1349,13,50,50,0,0,1,0.5,25,-3.929,-3.487
"32214",1349,14,50,50,0,0,1,0.5,25,-3.929,-3.487
"32215",1349,15,50,50,1,1,0,0.5,25,-3.929,-3.487
"32216",1349,16,50,50,0,0,1,0.5,25,-3.929,-3.487
"32217",1349,17,50,50,0,0,1,0.5,25,-3.929,-3.487
"32218",1349,18,50,50,1,4,0,0.5,25,-3.929,-3.487
"32219",1349,19,50,50,1,2,0,0.5,25,-3.929,-3.487
"32220",1349,20,50,50,0,0,1,0.5,25,-3.929,-3.487
"32221",1349,21,50,50,1,0,0,0.5,25,-3.929,-3.487
"32222",1349,22,50,50,1,3,0,0.5,25,-3.929,-3.487
"32223",1349,23,50,50,0,0,1,0.5,25,-3.929,-3.487
"32224",1349,24,50,50,0,0,1,0.5,25,-3.929,-3.487
"32225",1349,25,50,50,1,2,0,0.5,25,-3.929,-3.487
"32226",1350,1,50,50,1,0,0,0.5,25,-3.929,-3.487
"32227",1350,2,50,50,1,1,0,0.5,25,-3.929,-3.487
"32228",1350,3,50,50,0,0,1,0.5,25,-3.929,-3.487
"32229",1350,4,50,50,3,3,0,0.5,25,-3.929,-3.487
"32230",1350,5,50,50,1,0,0,0.5,25,-3.929,-3.487
"32231",1350,6,50,50,1,3,0,0.5,25,-3.929,-3.487
"32232",1350,7,50,50,1,1,0,0.5,25,-3.929,-3.487
"32233",1350,8,50,50,5,2,0,0.5,25,-3.929,-3.487
"32234",1350,9,50,50,0,0,1,0.5,25,-3.929,-3.487
"32235",1350,10,50,50,2,2,0,0.5,25,-3.929,-3.487
"32236",1350,11,50,50,1,0,0,0.5,25,-3.929,-3.487
"32237",1350,12,50,50,3,3,0,0.5,25,-3.929,-3.487
"32238",1350,13,50,50,3,1,0,0.5,25,-3.929,-3.487
"32239",1350,14,50,50,0,0,1,0.5,25,-3.929,-3.487
"32240",1350,15,50,50,0,0,0,0.5,25,-3.929,-3.487
"32241",1350,16,50,50,0,0,1,0.5,25,-3.929,-3.487
"32242",1350,17,50,50,0,0,1,0.5,25,-3.929,-3.487
"32243",1350,18,50,50,1,1,0,0.5,25,-3.929,-3.487
"32244",1350,19,50,50,0,0,1,0.5,25,-3.929,-3.487
"32245",1350,20,50,50,10,4,0,0.5,25,-3.929,-3.487
"32246",1350,21,50,50,2,2,0,0.5,25,-3.929,-3.487
"32247",1350,22,50,50,0,0,1,0.5,25,-3.929,-3.487
"32248",1350,23,50,50,1,1,0,0.5,25,-3.929,-3.487
"32249",1350,24,50,50,0,0,1,0.5,25,-3.929,-3.487
"32250",1350,25,50,50,0,0,1,0.5,25,-3.929,-3.487
"32251",1351,1,50,50,0,0,0,0.5,25,-3.929,-3.487
"32252",1351,2,50,50,0,3,0,0.5,25,-3.929,-3.487
"32253",1351,3,50,50,0,0,1,0.5,25,-3.929,-3.487
"32254",1351,4,50,50,0,0,1,0.5,25,-3.929,-3.487
"32255",1351,5,50,50,0,0,1,0.5,25,-3.929,-3.487
"32256",1351,6,50,50,3,2,0,0.5,25,-3.929,-3.487
"32257",1351,7,50,50,1,2,0,0.5,25,-3.929,-3.487
"32258",1351,8,50,50,3,2,0,0.5,25,-3.929,-3.487
"32259",1351,9,50,50,1,2,0,0.5,25,-3.929,-3.487
"32260",1351,10,50,50,0,0,1,0.5,25,-3.929,-3.487
"32261",1351,11,50,50,1,1,0,0.5,25,-3.929,-3.487
"32262",1351,12,50,50,0,0,1,0.5,25,-3.929,-3.487
"32263",1351,13,50,50,0,0,1,0.5,25,-3.929,-3.487
"32264",1351,14,50,50,3,18,0,0.5,25,-3.929,-3.487
"32265",1351,15,50,50,1,1,0,0.5,25,-3.929,-3.487
"32266",1351,16,50,50,0,0,1,0.5,25,-3.929,-3.487
"32267",1351,17,50,50,0,0,1,0.5,25,-3.929,-3.487
"32268",1351,18,50,50,1,2,0,0.5,25,-3.929,-3.487
"32269",1351,19,50,50,1,1,0,0.5,25,-3.929,-3.487
"32270",1351,20,50,50,0,0,1,0.5,25,-3.929,-3.487
"32271",1351,21,50,50,2,1,0,0.5,25,-3.929,-3.487
"32272",1351,22,50,50,1,10,0,0.5,25,-3.929,-3.487
"32273",1351,23,50,50,0,0,1,0.5,25,-3.929,-3.487
"32274",1351,24,50,50,0,0,1,0.5,25,-3.929,-3.487
"32275",1351,25,50,50,0,0,1,0.5,25,-3.929,-3.487
"32276",1352,1,50,50,5,1,0,0.5,25,-3.929,-3.487
"32277",1352,2,50,50,0,0,1,0.5,25,-3.929,-3.487
"32278",1352,3,50,50,0,0,1,0.5,25,-3.929,-3.487
"32279",1352,4,50,50,0,0,1,0.5,25,-3.929,-3.487
"32280",1352,5,50,50,0,0,1,0.5,25,-3.929,-3.487
"32281",1352,6,50,50,0,0,1,0.5,25,-3.929,-3.487
"32282",1352,7,50,50,0,0,1,0.5,25,-3.929,-3.487
"32283",1352,8,50,50,0,1,0,0.5,25,-3.929,-3.487
"32284",1352,9,50,50,0,0,1,0.5,25,-3.929,-3.487
"32285",1352,10,50,50,0,3,0,0.5,25,-3.929,-3.487
"32286",1352,11,50,50,0,0,0,0.5,25,-3.929,-3.487
"32287",1352,12,50,50,0,0,1,0.5,25,-3.929,-3.487
"32288",1352,13,50,50,0,0,1,0.5,25,-3.929,-3.487
"32289",1352,14,50,50,1,1,0,0.5,25,-3.929,-3.487
"32290",1352,15,50,50,0,0,0,0.5,25,-3.929,-3.487
"32291",1352,16,50,50,2,3,0,0.5,25,-3.929,-3.487
"32292",1352,17,50,50,0,0,1,0.5,25,-3.929,-3.487
"32293",1352,18,50,50,1,1,0,0.5,25,-3.929,-3.487
"32294",1352,19,50,50,0,0,1,0.5,25,-3.929,-3.487
"32295",1352,20,50,50,1,2,0,0.5,25,-3.929,-3.487
"32296",1352,21,50,50,0,0,1,0.5,25,-3.929,-3.487
"32297",1352,22,50,50,1,1,0,0.5,25,-3.929,-3.487
"32298",1352,23,50,50,2,2,0,0.5,25,-3.929,-3.487
"32299",1352,24,50,50,0,0,1,0.5,25,-3.929,-3.487
"32300",1352,25,50,50,1,3,0,0.5,25,-3.929,-3.487
"32301",1353,1,50,50,1,0,0,0.5,25,-3.929,-3.487
"32302",1353,2,50,50,0,1,0,0.5,25,-3.929,-3.487
"32303",1353,3,50,50,0,1,0,0.5,25,-3.929,-3.487
"32304",1353,4,50,50,0,0,1,0.5,25,-3.929,-3.487
"32305",1353,5,50,50,2,2,0,0.5,25,-3.929,-3.487
"32306",1353,6,50,50,0,0,1,0.5,25,-3.929,-3.487
"32307",1353,7,50,50,0,0,1,0.5,25,-3.929,-3.487
"32308",1353,8,50,50,0,0,1,0.5,25,-3.929,-3.487
"32309",1353,9,50,50,0,0,1,0.5,25,-3.929,-3.487
"32310",1353,10,50,50,0,0,1,0.5,25,-3.929,-3.487
"32311",1353,11,50,50,5,5,0,0.5,25,-3.929,-3.487
"32312",1353,12,50,50,0,0,1,0.5,25,-3.929,-3.487
"32313",1353,13,50,50,0,0,1,0.5,25,-3.929,-3.487
"32314",1353,14,50,50,0,0,1,0.5,25,-3.929,-3.487
"32315",1353,15,50,50,1,1,0,0.5,25,-3.929,-3.487
"32316",1353,16,50,50,0,0,1,0.5,25,-3.929,-3.487
"32317",1353,17,50,50,0,0,1,0.5,25,-3.929,-3.487
"32318",1353,18,50,50,0,0,1,0.5,25,-3.929,-3.487
"32319",1353,19,50,50,3,0,0,0.5,25,-3.929,-3.487
"32320",1353,20,50,50,1,1,0,0.5,25,-3.929,-3.487
"32321",1353,21,50,50,2,4,0,0.5,25,-3.929,-3.487
"32322",1353,22,50,50,1,7,0,0.5,25,-3.929,-3.487
"32323",1353,23,50,50,1,2,0,0.5,25,-3.929,-3.487
"32324",1353,24,50,50,3,4,0,0.5,25,-3.929,-3.487
"32325",1353,25,50,50,0,0,1,0.5,25,-3.929,-3.487
"32326",1354,1,50,50,0,0,1,0.5,25,-3.929,-3.487
"32327",1354,2,50,50,0,0,1,0.5,25,-3.929,-3.487
"32328",1354,3,50,50,0,0,1,0.5,25,-3.929,-3.487
"32329",1354,4,50,50,1,2,0,0.5,25,-3.929,-3.487
"32330",1354,5,50,50,0,0,1,0.5,25,-3.929,-3.487
"32331",1354,6,50,50,0,0,1,0.5,25,-3.929,-3.487
"32332",1354,7,50,50,6,5,0,0.5,25,-3.929,-3.487
"32333",1354,8,50,50,2,1,0,0.5,25,-3.929,-3.487
"32334",1354,9,50,50,2,5,0,0.5,25,-3.929,-3.487
"32335",1354,10,50,50,3,4,0,0.5,25,-3.929,-3.487
"32336",1354,11,50,50,6,3,0,0.5,25,-3.929,-3.487
"32337",1354,12,50,50,0,0,1,0.5,25,-3.929,-3.487
"32338",1354,13,50,50,2,1,0,0.5,25,-3.929,-3.487
"32339",1354,14,50,50,0,0,1,0.5,25,-3.929,-3.487
"32340",1354,15,50,50,2,3,0,0.5,25,-3.929,-3.487
"32341",1354,16,50,50,0,0,1,0.5,25,-3.929,-3.487
"32342",1354,17,50,50,0,0,1,0.5,25,-3.929,-3.487
"32343",1354,18,50,50,1,1,0,0.5,25,-3.929,-3.487
"32344",1354,19,50,50,0,0,1,0.5,25,-3.929,-3.487
"32345",1354,20,50,50,0,0,1,0.5,25,-3.929,-3.487
"32346",1354,21,50,50,0,0,1,0.5,25,-3.929,-3.487
"32347",1354,22,50,50,0,0,1,0.5,25,-3.929,-3.487
"32348",1354,23,50,50,2,1,0,0.5,25,-3.929,-3.487
"32349",1354,24,50,50,2,1,0,0.5,25,-3.929,-3.487
"32350",1354,25,50,50,0,0,1,0.5,25,-3.929,-3.487
"32351",1355,1,50,50,1,2,0,0.5,25,-3.929,-3.487
"32352",1355,2,50,50,0,0,1,0.5,25,-3.929,-3.487
"32353",1355,3,50,50,1,1,0,0.5,25,-3.929,-3.487
"32354",1355,4,50,50,0,0,1,0.5,25,-3.929,-3.487
"32355",1355,5,50,50,5,4,0,0.5,25,-3.929,-3.487
"32356",1355,6,50,50,1,0,0,0.5,25,-3.929,-3.487
"32357",1355,7,50,50,2,10,0,0.5,25,-3.929,-3.487
"32358",1355,8,50,50,1,1,0,0.5,25,-3.929,-3.487
"32359",1355,9,50,50,10,18,0,0.5,25,-3.929,-3.487
"32360",1355,10,50,50,0,0,1,0.5,25,-3.929,-3.487
"32361",1355,11,50,50,0,1,0,0.5,25,-3.929,-3.487
"32362",1355,12,50,50,0,0,1,0.5,25,-3.929,-3.487
"32363",1355,13,50,50,1,1,0,0.5,25,-3.929,-3.487
"32364",1355,14,50,50,13,7,0,0.5,25,-3.929,-3.487
"32365",1355,15,50,50,0,0,1,0.5,25,-3.929,-3.487
"32366",1355,16,50,50,0,0,1,0.5,25,-3.929,-3.487
"32367",1355,17,50,50,0,0,0,0.5,25,-3.929,-3.487
"32368",1355,18,50,50,1,2,0,0.5,25,-3.929,-3.487
"32369",1355,19,50,50,1,2,0,0.5,25,-3.929,-3.487
"32370",1355,20,50,50,0,0,1,0.5,25,-3.929,-3.487
"32371",1355,21,50,50,0,0,0,0.5,25,-3.929,-3.487
"32372",1355,22,50,50,0,0,1,0.5,25,-3.929,-3.487
"32373",1355,23,50,50,0,0,1,0.5,25,-3.929,-3.487
"32374",1355,24,50,50,0,0,1,0.5,25,-3.929,-3.487
"32375",1355,25,50,50,0,0,0,0.5,25,-3.929,-3.487
"32376",1356,1,50,50,0,0,1,0.5,25,-3.929,-3.487
"32377",1356,2,50,50,0,1,0,0.5,25,-3.929,-3.487
"32378",1356,3,50,50,1,2,0,0.5,25,-3.929,-3.487
"32379",1356,4,50,50,0,0,1,0.5,25,-3.929,-3.487
"32380",1356,5,50,50,2,4,0,0.5,25,-3.929,-3.487
"32381",1356,6,50,50,0,0,1,0.5,25,-3.929,-3.487
"32382",1356,7,50,50,1,1,0,0.5,25,-3.929,-3.487
"32383",1356,8,50,50,2,1,0,0.5,25,-3.929,-3.487
"32384",1356,9,50,50,0,2,0,0.5,25,-3.929,-3.487
"32385",1356,10,50,50,0,0,1,0.5,25,-3.929,-3.487
"32386",1356,11,50,50,2,1,0,0.5,25,-3.929,-3.487
"32387",1356,12,50,50,0,0,1,0.5,25,-3.929,-3.487
"32388",1356,13,50,50,0,1,0,0.5,25,-3.929,-3.487
"32389",1356,14,50,50,0,0,1,0.5,25,-3.929,-3.487
"32390",1356,15,50,50,0,0,1,0.5,25,-3.929,-3.487
"32391",1356,16,50,50,1,0,0,0.5,25,-3.929,-3.487
"32392",1356,17,50,50,1,0,0,0.5,25,-3.929,-3.487
"32393",1356,18,50,50,1,2,0,0.5,25,-3.929,-3.487
"32394",1356,19,50,50,2,2,0,0.5,25,-3.929,-3.487
"32395",1356,20,50,50,8,14,0,0.5,25,-3.929,-3.487
"32396",1356,21,50,50,0,0,1,0.5,25,-3.929,-3.487
"32397",1356,22,50,50,1,0,0,0.5,25,-3.929,-3.487
"32398",1356,23,50,50,3,1,0,0.5,25,-3.929,-3.487
"32399",1356,24,50,50,0,0,0,0.5,25,-3.929,-3.487
"32400",1356,25,50,50,1,2,0,0.5,25,-3.929,-3.487
"32401",1357,1,50,50,2,4,0,0.5,25,-3.929,-3.487
"32402",1357,2,50,50,0,0,1,0.5,25,-3.929,-3.487
"32403",1357,3,50,50,1,0,0,0.5,25,-3.929,-3.487
"32404",1357,4,50,50,0,0,1,0.5,25,-3.929,-3.487
"32405",1357,5,50,50,0,0,1,0.5,25,-3.929,-3.487
"32406",1357,6,50,50,0,0,1,0.5,25,-3.929,-3.487
"32407",1357,7,50,50,0,0,1,0.5,25,-3.929,-3.487
"32408",1357,8,50,50,1,2,0,0.5,25,-3.929,-3.487
"32409",1357,9,50,50,2,2,0,0.5,25,-3.929,-3.487
"32410",1357,10,50,50,0,0,1,0.5,25,-3.929,-3.487
"32411",1357,11,50,50,0,0,1,0.5,25,-3.929,-3.487
"32412",1357,12,50,50,0,0,1,0.5,25,-3.929,-3.487
"32413",1357,13,50,50,0,0,0,0.5,25,-3.929,-3.487
"32414",1357,14,50,50,0,2,0,0.5,25,-3.929,-3.487
"32415",1357,15,50,50,0,0,1,0.5,25,-3.929,-3.487
"32416",1357,16,50,50,0,0,1,0.5,25,-3.929,-3.487
"32417",1357,17,50,50,0,0,1,0.5,25,-3.929,-3.487
"32418",1357,18,50,50,1,1,0,0.5,25,-3.929,-3.487
"32419",1357,19,50,50,0,0,1,0.5,25,-3.929,-3.487
"32420",1357,20,50,50,1,0,0,0.5,25,-3.929,-3.487
"32421",1357,21,50,50,0,0,1,0.5,25,-3.929,-3.487
"32422",1357,22,50,50,0,0,1,0.5,25,-3.929,-3.487
"32423",1357,23,50,50,2,1,0,0.5,25,-3.929,-3.487
"32424",1357,24,50,50,1,0,0,0.5,25,-3.929,-3.487
"32425",1357,25,50,50,0,0,1,0.5,25,-3.929,-3.487
"32426",1358,1,50,50,0,0,0,0.5,25,-3.929,-3.487
"32427",1358,2,50,50,0,0,1,0.5,25,-3.929,-3.487
"32428",1358,3,50,50,0,0,1,0.5,25,-3.929,-3.487
"32429",1358,4,50,50,0,0,1,0.5,25,-3.929,-3.487
"32430",1358,5,50,50,0,0,1,0.5,25,-3.929,-3.487
"32431",1358,6,50,50,0,0,1,0.5,25,-3.929,-3.487
"32432",1358,7,50,50,0,0,1,0.5,25,-3.929,-3.487
"32433",1358,8,50,50,1,3,0,0.5,25,-3.929,-3.487
"32434",1358,9,50,50,0,2,0,0.5,25,-3.929,-3.487
"32435",1358,10,50,50,0,1,0,0.5,25,-3.929,-3.487
"32436",1358,11,50,50,2,4,0,0.5,25,-3.929,-3.487
"32437",1358,12,50,50,2,1,0,0.5,25,-3.929,-3.487
"32438",1358,13,50,50,0,0,0,0.5,25,-3.929,-3.487
"32439",1358,14,50,50,6,2,0,0.5,25,-3.929,-3.487
"32440",1358,15,50,50,0,0,1,0.5,25,-3.929,-3.487
"32441",1358,16,50,50,1,1,0,0.5,25,-3.929,-3.487
"32442",1358,17,50,50,3,3,0,0.5,25,-3.929,-3.487
"32443",1358,18,50,50,0,0,1,0.5,25,-3.929,-3.487
"32444",1358,19,50,50,1,0,0,0.5,25,-3.929,-3.487
"32445",1358,20,50,50,0,0,0,0.5,25,-3.929,-3.487
"32446",1358,21,50,50,0,0,1,0.5,25,-3.929,-3.487
"32447",1358,22,50,50,0,0,1,0.5,25,-3.929,-3.487
"32448",1358,23,50,50,3,3,0,0.5,25,-3.929,-3.487
"32449",1358,24,50,50,0,0,1,0.5,25,-3.929,-3.487
"32450",1358,25,50,50,2,2,0,0.5,25,-3.929,-3.487
"32451",1359,1,50,50,0,0,1,0.5,25,-3.929,-3.487
"32452",1359,2,50,50,3,1,0,0.5,25,-3.929,-3.487
"32453",1359,3,50,50,0,0,1,0.5,25,-3.929,-3.487
"32454",1359,4,50,50,0,0,1,0.5,25,-3.929,-3.487
"32455",1359,5,50,50,2,1,0,0.5,25,-3.929,-3.487
"32456",1359,6,50,50,1,1,0,0.5,25,-3.929,-3.487
"32457",1359,7,50,50,0,1,0,0.5,25,-3.929,-3.487
"32458",1359,8,50,50,0,0,1,0.5,25,-3.929,-3.487
"32459",1359,9,50,50,0,0,1,0.5,25,-3.929,-3.487
"32460",1359,10,50,50,0,0,1,0.5,25,-3.929,-3.487
"32461",1359,11,50,50,0,0,1,0.5,25,-3.929,-3.487
"32462",1359,12,50,50,0,0,1,0.5,25,-3.929,-3.487
"32463",1359,13,50,50,2,3,0,0.5,25,-3.929,-3.487
"32464",1359,14,50,50,0,3,0,0.5,25,-3.929,-3.487
"32465",1359,15,50,50,0,0,1,0.5,25,-3.929,-3.487
"32466",1359,16,50,50,0,0,1,0.5,25,-3.929,-3.487
"32467",1359,17,50,50,3,4,0,0.5,25,-3.929,-3.487
"32468",1359,18,50,50,1,7,0,0.5,25,-3.929,-3.487
"32469",1359,19,50,50,0,0,1,0.5,25,-3.929,-3.487
"32470",1359,20,50,50,1,2,0,0.5,25,-3.929,-3.487
"32471",1359,21,50,50,1,1,0,0.5,25,-3.929,-3.487
"32472",1359,22,50,50,3,2,0,0.5,25,-3.929,-3.487
"32473",1359,23,50,50,0,0,1,0.5,25,-3.929,-3.487
"32474",1359,24,50,50,0,1,0,0.5,25,-3.929,-3.487
"32475",1359,25,50,50,1,1,0,0.5,25,-3.929,-3.487
"32476",1360,1,50,50,0,2,0,0.5,25,-3.929,-3.487
"32477",1360,2,50,50,2,1,0,0.5,25,-3.929,-3.487
"32478",1360,3,50,50,0,2,0,0.5,25,-3.929,-3.487
"32479",1360,4,50,50,2,1,0,0.5,25,-3.929,-3.487
"32480",1360,5,50,50,2,7,0,0.5,25,-3.929,-3.487
"32481",1360,6,50,50,0,0,1,0.5,25,-3.929,-3.487
"32482",1360,7,50,50,4,13,0,0.5,25,-3.929,-3.487
"32483",1360,8,50,50,2,1,0,0.5,25,-3.929,-3.487
"32484",1360,9,50,50,1,0,0,0.5,25,-3.929,-3.487
"32485",1360,10,50,50,0,1,0,0.5,25,-3.929,-3.487
"32486",1360,11,50,50,0,0,1,0.5,25,-3.929,-3.487
"32487",1360,12,50,50,1,0,0,0.5,25,-3.929,-3.487
"32488",1360,13,50,50,1,6,0,0.5,25,-3.929,-3.487
"32489",1360,14,50,50,0,2,0,0.5,25,-3.929,-3.487
"32490",1360,15,50,50,1,3,0,0.5,25,-3.929,-3.487
"32491",1360,16,50,50,1,2,0,0.5,25,-3.929,-3.487
"32492",1360,17,50,50,4,4,0,0.5,25,-3.929,-3.487
"32493",1360,18,50,50,1,1,0,0.5,25,-3.929,-3.487
"32494",1360,19,50,50,0,0,1,0.5,25,-3.929,-3.487
"32495",1360,20,50,50,1,3,0,0.5,25,-3.929,-3.487
"32496",1360,21,50,50,0,0,1,0.5,25,-3.929,-3.487
"32497",1360,22,50,50,1,1,0,0.5,25,-3.929,-3.487
"32498",1360,23,50,50,3,2,0,0.5,25,-3.929,-3.487
"32499",1360,24,50,50,0,0,0,0.5,25,-3.929,-3.487
"32500",1360,25,50,50,0,0,1,0.5,25,-3.929,-3.487
"32501",1361,1,50,50,0,0,1,0.5,25,-3.929,-3.487
"32502",1361,2,50,50,1,2,0,0.5,25,-3.929,-3.487
"32503",1361,3,50,50,0,2,0,0.5,25,-3.929,-3.487
"32504",1361,4,50,50,0,1,0,0.5,25,-3.929,-3.487
"32505",1361,5,50,50,0,0,0,0.5,25,-3.929,-3.487
"32506",1361,6,50,50,3,6,0,0.5,25,-3.929,-3.487
"32507",1361,7,50,50,0,0,1,0.5,25,-3.929,-3.487
"32508",1361,8,50,50,0,0,1,0.5,25,-3.929,-3.487
"32509",1361,9,50,50,3,6,0,0.5,25,-3.929,-3.487
"32510",1361,10,50,50,0,0,0,0.5,25,-3.929,-3.487
"32511",1361,11,50,50,0,1,0,0.5,25,-3.929,-3.487
"32512",1361,12,50,50,0,0,1,0.5,25,-3.929,-3.487
"32513",1361,13,50,50,0,0,1,0.5,25,-3.929,-3.487
"32514",1361,14,50,50,0,0,1,0.5,25,-3.929,-3.487
"32515",1361,15,50,50,0,0,1,0.5,25,-3.929,-3.487
"32516",1361,16,50,50,0,3,0,0.5,25,-3.929,-3.487
"32517",1361,17,50,50,0,0,1,0.5,25,-3.929,-3.487
"32518",1361,18,50,50,0,0,0,0.5,25,-3.929,-3.487
"32519",1361,19,50,50,2,2,0,0.5,25,-3.929,-3.487
"32520",1361,20,50,50,1,1,0,0.5,25,-3.929,-3.487
"32521",1361,21,50,50,0,0,1,0.5,25,-3.929,-3.487
"32522",1361,22,50,50,0,0,1,0.5,25,-3.929,-3.487
"32523",1361,23,50,50,0,2,0,0.5,25,-3.929,-3.487
"32524",1361,24,50,50,6,2,0,0.5,25,-3.929,-3.487
"32525",1361,25,50,50,1,1,0,0.5,25,-3.929,-3.487
"32526",1362,1,50,50,2,2,0,0.5,25,-3.929,-3.487
"32527",1362,2,50,50,1,1,0,0.5,25,-3.929,-3.487
"32528",1362,3,50,50,2,1,0,0.5,25,-3.929,-3.487
"32529",1362,4,50,50,0,0,1,0.5,25,-3.929,-3.487
"32530",1362,5,50,50,1,2,0,0.5,25,-3.929,-3.487
"32531",1362,6,50,50,0,0,1,0.5,25,-3.929,-3.487
"32532",1362,7,50,50,0,0,0,0.5,25,-3.929,-3.487
"32533",1362,8,50,50,1,1,0,0.5,25,-3.929,-3.487
"32534",1362,9,50,50,1,1,0,0.5,25,-3.929,-3.487
"32535",1362,10,50,50,2,4,0,0.5,25,-3.929,-3.487
"32536",1362,11,50,50,0,0,1,0.5,25,-3.929,-3.487
"32537",1362,12,50,50,0,0,1,0.5,25,-3.929,-3.487
"32538",1362,13,50,50,0,1,0,0.5,25,-3.929,-3.487
"32539",1362,14,50,50,0,0,1,0.5,25,-3.929,-3.487
"32540",1362,15,50,50,0,0,1,0.5,25,-3.929,-3.487
"32541",1362,16,50,50,2,1,0,0.5,25,-3.929,-3.487
"32542",1362,17,50,50,2,2,0,0.5,25,-3.929,-3.487
"32543",1362,18,50,50,0,0,1,0.5,25,-3.929,-3.487
"32544",1362,19,50,50,0,0,0,0.5,25,-3.929,-3.487
