metaanalysisid,Label,Estimate,StandardError,DF,tValue,Probt,Alpha,Lower,Upper
34614,logRR,-0.4758,0.2274,1000,-2.09,0.0367,0.05,-0.9221,-0.02953
34614,RR,0.6214,0.1413,1000,4.40,<.0001,0.05,0.3441,0.8987
34615,Zero-Inflation Proportion pi,0.03286,,1000,,,0.05,,
34615,logRR,-0.5349,,1000,,,0.05,,
34615,RR,0.5857,,1000,,,0.05,,
34641,Zero-Inflation Proportion pi,0.1641,0.1156,1000,1.42,0.1561,0.05,-0.06274,0.3909
34641,logRR,-0.3699,0.1553,1000,-2.38,0.0174,0.05,-0.6747,-0.06508
34641,RR,0.6908,0.1073,1000,6.44,<.0001,0.05,0.4802,0.9014
34644,Zero-Inflation Proportion pi,0.1282,0.1522,1000,0.84,0.4001,0.05,-0.1706,0.4269
34644,logRR,-0.5879,0.2540,1000,-2.31,0.0208,0.05,-1.0864,-0.08950
34644,RR,0.5555,0.1411,1000,3.94,<.0001,0.05,0.2786,0.8323
34708,Zero-Inflation Proportion pi,0.1248,0.1033,1000,1.21,0.2271,0.05,-0.07784,0.3275
34708,logRR,0.4126,0.1068,1000,3.86,0.0001,0.05,0.2030,0.6221
34708,RR,1.5107,0.1613,1000,9.36,<.0001,0.05,1.1941,1.8272
34709,Zero-Inflation Proportion pi,5.079E-6,,1000,,,0.05,,
34709,logRR,1.1129,0.2612,1000,4.26,<.0001,0.05,0.6004,1.6254
34709,RR,3.0431,0.7947,1000,3.83,0.0001,0.05,1.4836,4.6026
35059,Zero-Inflation Proportion pi,0.1993,0.1964,1000,1.01,0.3104,0.05,-0.1860,0.5846
35059,logRR,-0.2278,0.4204,1000,-0.54,0.5880,0.05,-1.0527,0.5971
35059,RR,0.7963,0.3347,1000,2.38,0.0175,0.05,0.1394,1.4531
35112,Zero-Inflation Proportion pi,0.000250,0.004292,1000,0.06,0.9536,0.05,-0.00817,0.008673
35112,logRR,-1.1542,0.6146,1000,-1.88,0.0607,0.05,-2.3602,0.05178
35112,RR,0.3153,0.1938,1000,1.63,0.1040,0.05,-0.06495,0.6956
35121,Zero-Inflation Proportion pi,0.2698,0.1094,1000,2.47,0.0138,0.05,0.05509,0.4844
35121,logRR,0.4522,0.1894,1000,2.39,0.0171,0.05,0.08061,0.8238
35121,RR,1.5718,0.2977,1000,5.28,<.0001,0.05,0.9877,2.1559
35126,Zero-Inflation Proportion pi,2.05E-6,0.000530,1000,0.00,0.9969,0.05,-0.00104,0.001042
35126,logRR,-0.1199,0.1682,1000,-0.71,0.4763,0.05,-0.4500,0.2103
35126,RR,0.8870,0.1492,1000,5.94,<.0001,0.05,0.5942,1.1799
35127,Zero-Inflation Proportion pi,0.001069,,1000,,,0.05,,
35127,logRR,0.09598,,1000,,,0.05,,
35127,RR,1.1007,,1000,,,0.05,,
35146,Zero-Inflation Proportion pi,0.000038,0.01279,1000,0.00,0.9976,0.05,-0.02506,0.02514
35146,logRR,-1.2048,0.6382,1000,-1.89,0.0593,0.05,-2.4572,0.04753
35146,RR,0.2997,0.1913,1000,1.57,0.1175,0.05,-0.07564,0.6751
35747,Zero-Inflation Proportion pi,0.05861,,1000,,,0.05,,
35747,logRR,-4.3360,,1000,,,0.05,,
35747,RR,0.01309,,1000,,,0.05,,
35750,Zero-Inflation Proportion pi,0.000013,,1000,,,0.05,,
35750,logRR,0.1153,,1000,,,0.05,,
35750,RR,1.1222,,1000,,,0.05,,
35753,Zero-Inflation Proportion pi,0.07571,,1000,,,0.05,,
35753,logRR,-0.2604,,1000,,,0.05,,
35753,RR,0.7707,,1000,,,0.05,,
35757,Zero-Inflation Proportion pi,3.34E-9,,1000,,,0.05,,
35757,logRR,0.1205,0.2340,1000,0.51,0.6067,0.05,-0.3387,0.5796
35757,RR,1.1280,0.2639,1000,4.27,<.0001,0.05,0.6101,1.6460
35763,Zero-Inflation Proportion pi,0.000079,,1000,,,0.05,,
35763,logRR,0.002818,,1000,,,0.05,,
35763,RR,1.0028,,1000,,,0.05,,
35777,Zero-Inflation Proportion pi,0.07882,,1000,,,0.05,,
35777,logRR,-0.01489,,1000,,,0.05,,
35777,RR,0.9852,,1000,,,0.05,,
36105,Zero-Inflation Proportion pi,0.1514,0.1210,1000,1.25,0.2110,0.05,-0.08598,0.3888
36105,logRR,0.5755,0.1957,1000,2.94,0.0034,0.05,0.1914,0.9595
36105,RR,1.7780,0.3479,1000,5.11,<.0001,0.05,1.0952,2.4607
36108,Zero-Inflation Proportion pi,0.1282,0.1129,1000,1.14,0.2566,0.05,-0.09341,0.3498
36108,logRR,0.1421,0.2141,1000,0.66,0.5070,0.05,-0.2780,0.5622
36108,RR,1.1527,0.2468,1000,4.67,<.0001,0.05,0.6684,1.6370
36110,Zero-Inflation Proportion pi,0.1244,0.1008,1000,1.23,0.2174,0.05,-0.07336,0.3221
36110,logRR,0.3839,0.1781,1000,2.16,0.0313,0.05,0.03443,0.7333
36110,RR,1.4680,0.2614,1000,5.62,<.0001,0.05,0.9550,1.9810
36113,Zero-Inflation Proportion pi,0.1421,0.1096,1000,1.30,0.1949,0.05,-0.07290,0.3572
36113,logRR,0.1662,0.1858,1000,0.89,0.3711,0.05,-0.1984,0.5308
36113,RR,1.1809,0.2194,1000,5.38,<.0001,0.05,0.7503,1.6114
36150,Zero-Inflation Proportion pi,0.1638,0.1329,1000,1.23,0.2181,0.05,-0.09702,0.4247
36150,logRR,-0.3966,0.2343,1000,-1.69,0.0908,0.05,-0.8563,0.06317
36150,RR,0.6726,0.1576,1000,4.27,<.0001,0.05,0.3634,0.9819
36201,Zero-Inflation Proportion pi,0.1234,,1000,,,0.05,,
36201,logRR,0.3762,,1000,,,0.05,,
36201,RR,1.4568,,1000,,,0.05,,
36265,Zero-Inflation Proportion pi,0.07910,,1000,,,0.05,,
36265,logRR,-0.1418,,1000,,,0.05,,
36265,RR,0.8678,,1000,,,0.05,,
36465,Zero-Inflation Proportion pi,0.09012,,1000,,,0.05,,
36465,logRR,-0.3826,,1000,,,0.05,,
36465,RR,0.6821,,1000,,,0.05,,
36469,Zero-Inflation Proportion pi,1E-6,,1000,,,0.05,,
36469,logRR,-0.5719,0.4087,1000,-1.40,0.1620,0.05,-1.3738,0.2300
36469,RR,0.5644,0.2307,1000,2.45,0.0146,0.05,0.1118,1.0171
36655,Zero-Inflation Proportion pi,8.023E-6,,1000,,,0.05,,
36655,logRR,-0.03111,0.2638,1000,-0.12,0.9062,0.05,-0.5488,0.4866
36655,RR,0.9694,0.2558,1000,3.79,0.0002,0.05,0.4675,1.4712
36702,Zero-Inflation Proportion pi,0.000041,0.000215,1000,0.19,0.8495,0.05,-0.00038,0.000463
36702,logRR,-0.4294,0.1783,1000,-2.41,0.0162,0.05,-0.7793,-0.07952
36702,RR,0.6509,0.1161,1000,5.61,<.0001,0.05,0.4231,0.8786
36893,Zero-Inflation Proportion pi,0.1110,0.1229,1000,0.90,0.3666,0.05,-0.1302,0.3523
36893,logRR,-0.4681,0.2360,1000,-1.98,0.0476,0.05,-0.9312,-0.00490
36893,RR,0.6262,0.1478,1000,4.24,<.0001,0.05,0.3362,0.9163
36940,Zero-Inflation Proportion pi,0.000152,,1000,,,0.05,,
36940,logRR,-0.00688,0.2699,1000,-0.03,0.9797,0.05,-0.5365,0.5227
36940,RR,0.9931,0.2680,1000,3.71,0.0002,0.05,0.4672,1.5191
36942,Zero-Inflation Proportion pi,0.1300,0.1008,1000,1.29,0.1973,0.05,-0.06776,0.3278
36942,logRR,0.07652,0.2483,1000,0.31,0.7580,0.05,-0.4107,0.5638
36942,RR,1.0795,0.2680,1000,4.03,<.0001,0.05,0.5535,1.6055
36981,Zero-Inflation Proportion pi,0.000018,0.003836,1000,0.00,0.9963,0.05,-0.00751,0.007545
36981,logRR,-0.00674,0.2699,1000,-0.02,0.9801,0.05,-0.5363,0.5229
36981,RR,0.9933,0.2681,1000,3.71,0.0002,0.05,0.4672,1.5193
36983,Zero-Inflation Proportion pi,0.000029,0.001682,1000,0.02,0.9860,0.05,-0.00327,0.003329
36983,logRR,0.1898,0.2377,1000,0.80,0.4246,0.05,-0.2765,0.6562
36983,RR,1.2091,0.2873,1000,4.21,<.0001,0.05,0.6452,1.7729
36984,Zero-Inflation Proportion pi,0.09751,0.07744,1000,1.26,0.2083,0.05,-0.05446,0.2495
36984,logRR,0.2206,0.1799,1000,1.23,0.2204,0.05,-0.1325,0.5737
36984,RR,1.2469,0.2243,1000,5.56,<.0001,0.05,0.8066,1.6871
37061,Zero-Inflation Proportion pi,0.2042,0.1541,1000,1.32,0.1855,0.05,-0.09822,0.5066
37061,logRR,0.03144,0.09597,1000,0.33,0.7433,0.05,-0.1569,0.2198
37061,RR,1.0319,0.09903,1000,10.42,<.0001,0.05,0.8376,1.2263
37828,Zero-Inflation Proportion pi,0.000110,,1000,,,0.05,,
37828,logRR,0.1521,,1000,,,0.05,,
37828,RR,1.1643,,1000,,,0.05,,
37880,Zero-Inflation Proportion pi,0.07898,,1000,,,0.05,,
37880,logRR,-0.2436,,1000,,,0.05,,
37880,RR,0.7838,,1000,,,0.05,,
37914,Zero-Inflation Proportion pi,3.487E-6,,1000,,,0.05,,
37914,logRR,-0.1641,0.2610,1000,-0.63,0.5297,0.05,-0.6763,0.3481
37914,RR,0.8487,0.2215,1000,3.83,0.0001,0.05,0.4140,1.2833
37921,Zero-Inflation Proportion pi,0.1875,0.000088,1000,2135.22,<.0001,0.05,0.1873,0.1877
37921,logRR,0.1384,,1000,,,0.05,,
37921,RR,1.1484,,1000,,,0.05,,
37925,Zero-Inflation Proportion pi,0.000152,0.004471,1000,0.03,0.9728,0.05,-0.00862,0.008925
37925,logRR,0.1824,0.2589,1000,0.70,0.4811,0.05,-0.3256,0.6904
37925,RR,1.2001,0.3107,1000,3.86,0.0001,0.05,0.5905,1.8098
37946,Zero-Inflation Proportion pi,1.117E-6,0.000643,1000,0.00,0.9986,0.05,-0.00126,0.001263
37946,logRR,-0.3660,1.0234,1000,-0.36,0.7207,0.05,-2.3743,1.6422
37946,RR,0.6935,0.7097,1000,0.98,0.3287,0.05,-0.6992,2.0862
38351,Zero-Inflation Proportion pi,0.000065,,1000,,,0.05,,
38351,logRR,-0.1132,,1000,,,0.05,,
38351,RR,0.8929,,1000,,,0.05,,
38376,Zero-Inflation Proportion pi,0.000065,,1000,,,0.05,,
38376,logRR,-0.1132,,1000,,,0.05,,
38376,RR,0.8929,,1000,,,0.05,,
38767,Zero-Inflation Proportion pi,0.1027,,1000,,,0.05,,
38767,logRR,-0.1057,9.258E-6,1000,-11414,<.0001,0.05,-0.1057,-0.1057
38767,RR,0.8997,8.33E-6,1000,108014,<.0001,0.05,0.8997,0.8997
38772,Zero-Inflation Proportion pi,0.2050,0.04630,1000,4.43,<.0001,0.05,0.1141,0.2958
38772,logRR,-0.1207,,1000,,,0.05,,
38772,RR,0.8863,,1000,,,0.05,,
38803,Zero-Inflation Proportion pi,6.36E-10,,1000,,,0.05,,
38803,logRR,-0.2260,0.3404,1000,-0.66,0.5068,0.05,-0.8939,0.4419
38803,RR,0.7977,0.2715,1000,2.94,0.0034,0.05,0.2649,1.3305
38809,Zero-Inflation Proportion pi,0.05276,0.1401,1000,0.38,0.7065,0.05,-0.2221,0.3276
38809,logRR,-0.4541,0.3974,1000,-1.14,0.2535,0.05,-1.2339,0.3258
38809,RR,0.6350,0.2524,1000,2.52,0.0120,0.05,0.1398,1.1303
39136,Zero-Inflation Proportion pi,0.2477,0.1088,1000,2.28,0.0230,0.05,0.03427,0.4611
39136,logRR,-0.6183,0.2337,1000,-2.65,0.0083,0.05,-1.0768,-0.1598
39136,RR,0.5389,0.1259,1000,4.28,<.0001,0.05,0.2918,0.7859
39165,Zero-Inflation Proportion pi,0.2854,0.1208,1000,2.36,0.0184,0.05,0.04832,0.5225
39165,logRR,-0.6883,0.2464,1000,-2.79,0.0053,0.05,-1.1719,-0.2046
39165,RR,0.5025,0.1238,1000,4.06,<.0001,0.05,0.2595,0.7454
39167,Zero-Inflation Proportion pi,0.2853,0.1209,1000,2.36,0.0185,0.05,0.04799,0.5225
39167,logRR,-0.6559,0.2676,1000,-2.45,0.0144,0.05,-1.1810,-0.1307
39167,RR,0.5190,0.1389,1000,3.74,0.0002,0.05,0.2464,0.7915
39171,Zero-Inflation Proportion pi,0.1818,0.1163,1000,1.56,0.1183,0.05,-0.04641,0.4099
39171,logRR,-0.6707,0.2569,1000,-2.61,0.0092,0.05,-1.1748,-0.1666
39171,RR,0.5113,0.1314,1000,3.89,0.0001,0.05,0.2536,0.7691
39173,Zero-Inflation Proportion pi,0.1927,,1000,,,0.05,,
39173,logRR,-0.6241,0.000027,1000,-22832,<.0001,0.05,-0.6242,-0.6241
39173,RR,0.5357,0.000015,1000,36583.3,<.0001,0.05,0.5357,0.5358
39453,Zero-Inflation Proportion pi,0.1362,,1000,,,0.05,,
39453,logRR,-0.08496,,1000,,,0.05,,
39453,RR,0.9186,,1000,,,0.05,,
39558,Zero-Inflation Proportion pi,2.472E-6,,1000,,,0.05,,
39558,logRR,-1.0550,,1000,,,0.05,,
39558,RR,0.3482,,1000,,,0.05,,
39559,Zero-Inflation Proportion pi,2.472E-6,,1000,,,0.05,,
39559,logRR,-1.0550,,1000,,,0.05,,
39559,RR,0.3482,,1000,,,0.05,,
39560,Zero-Inflation Proportion pi,0.000133,0.002647,1000,0.05,0.9600,0.05,-0.00506,0.005327
39560,logRR,-1.0231,0.1461,1000,-7.00,<.0001,0.05,-1.3098,-0.7364
39560,RR,0.3595,0.05253,1000,6.84,<.0001,0.05,0.2564,0.4625
39562,Zero-Inflation Proportion pi,0.000068,,1000,,,0.05,,
39562,logRR,-0.8975,0.1416,1000,-6.34,<.0001,0.05,-1.1753,-0.6197
39562,RR,0.4076,0.05770,1000,7.06,<.0001,0.05,0.2944,0.5208
39563,Zero-Inflation Proportion pi,5.868E-6,0.000694,1000,0.01,0.9933,0.05,-0.00136,0.001368
39563,logRR,-0.7581,0.1608,1000,-4.71,<.0001,0.05,-1.0737,-0.4425
39563,RR,0.4686,0.07536,1000,6.22,<.0001,0.05,0.3207,0.6164
39576,Zero-Inflation Proportion pi,0.000031,,1000,,,0.05,,
39576,logRR,-0.9151,,1000,,,0.05,,
39576,RR,0.4005,,1000,,,0.05,,
39579,Zero-Inflation Proportion pi,0.07047,0.1608,1000,0.44,0.6613,0.05,-0.2451,0.3860
39579,logRR,-0.2840,0.2707,1000,-1.05,0.2943,0.05,-0.8153,0.2472
39579,RR,0.7527,0.2038,1000,3.69,0.0002,0.05,0.3529,1.1526
39584,Zero-Inflation Proportion pi,0.000015,0.000976,1000,0.02,0.9874,0.05,-0.00190,0.001931
39584,logRR,-0.1411,0.5276,1000,-0.27,0.7891,0.05,-1.1765,0.8942
39584,RR,0.8684,0.4582,1000,1.90,0.0583,0.05,-0.03071,1.7674
39590,Zero-Inflation Proportion pi,0.1178,1.95E-6,1000,60406.2,<.0001,0.05,0.1178,0.1178
39590,logRR,-0.1662,0.000024,1000,-6893.8,<.0001,0.05,-0.1663,-0.1662
39590,RR,0.8468,0.000020,1000,41468.1,<.0001,0.05,0.8468,0.8469
39598,Zero-Inflation Proportion pi,5.895E-8,,1000,,,0.05,,
39598,logRR,-0.1654,0.1689,1000,-0.98,0.3277,0.05,-0.4969,0.1660
39598,RR,0.8475,0.1432,1000,5.92,<.0001,0.05,0.5666,1.1285
39599,Zero-Inflation Proportion pi,0.3307,0.07879,1000,4.20,<.0001,0.05,0.1761,0.4854
39599,logRR,-0.3631,0.1214,1000,-2.99,0.0029,0.05,-0.6014,-0.1248
39599,RR,0.6955,0.08446,1000,8.23,<.0001,0.05,0.5298,0.8613
39602,Zero-Inflation Proportion pi,0.3119,0.08215,1000,3.80,0.0002,0.05,0.1507,0.4731
39602,logRR,-0.3409,0.1232,1000,-2.77,0.0058,0.05,-0.5827,-0.09910
39602,RR,0.7111,0.08762,1000,8.12,<.0001,0.05,0.5392,0.8831
39603,Zero-Inflation Proportion pi,0.3119,0.08199,1000,3.80,0.0002,0.05,0.1510,0.4728
39603,logRR,-0.3250,0.1238,1000,-2.63,0.0088,0.05,-0.5680,-0.08210
39603,RR,0.7225,0.08944,1000,8.08,<.0001,0.05,0.5470,0.8980
39604,Zero-Inflation Proportion pi,0.3119,0.08209,1000,3.80,0.0002,0.05,0.1509,0.4730
39604,logRR,-0.2958,0.1305,1000,-2.27,0.0236,0.05,-0.5518,-0.03983
39604,RR,0.7439,0.09705,1000,7.67,<.0001,0.05,0.5535,0.9344
39605,Zero-Inflation Proportion pi,0.3122,0.08206,1000,3.80,0.0002,0.05,0.1512,0.4732
39605,logRR,-0.2014,0.1440,1000,-1.40,0.1623,0.05,-0.4841,0.08125
39605,RR,0.8176,0.1178,1000,6.94,<.0001,0.05,0.5865,1.0487
39616,Zero-Inflation Proportion pi,0.3174,,1000,,,0.05,,
39616,logRR,-0.05710,,1000,,,0.05,,
39616,RR,0.9445,,1000,,,0.05,,
39619,Zero-Inflation Proportion pi,0.1810,0.08678,1000,2.09,0.0373,0.05,0.01066,0.3512
39619,logRR,-0.3562,0.1197,1000,-2.98,0.0030,0.05,-0.5911,-0.1213
39619,RR,0.7003,0.08384,1000,8.35,<.0001,0.05,0.5358,0.8649
39743,Zero-Inflation Proportion pi,0.000011,,1000,,,0.05,,
39743,logRR,-0.07471,,1000,,,0.05,,
39743,RR,0.9280,,1000,,,0.05,,
39746,Zero-Inflation Proportion pi,0.000078,,1000,,,0.05,,
39746,logRR,-0.1718,,1000,,,0.05,,
39746,RR,0.8421,,1000,,,0.05,,
40487,Zero-Inflation Proportion pi,4.233E-6,0.002298,1000,0.00,0.9985,0.05,-0.00451,0.004514
40487,logRR,0.3224,0.3511,1000,0.92,0.3587,0.05,-0.3666,1.0114
40487,RR,1.3804,0.4847,1000,2.85,0.0045,0.05,0.4294,2.3315
40673,Zero-Inflation Proportion pi,0.2092,,1000,,,0.05,,
40673,logRR,0.02751,,1000,,,0.05,,
40673,RR,1.0279,,1000,,,0.05,,
40675,Zero-Inflation Proportion pi,5.906E-9,1.498E-6,1000,0.00,0.9969,0.05,-2.93E-6,2.946E-6
40675,logRR,-0.2807,0.2970,1000,-0.95,0.3448,0.05,-0.8634,0.3021
40675,RR,0.7553,0.2243,1000,3.37,0.0008,0.05,0.3151,1.1954
40693,Zero-Inflation Proportion pi,0.2605,0.1083,1000,2.41,0.0163,0.05,0.04799,0.4730
40693,logRR,-0.9132,0.3672,1000,-2.49,0.0130,0.05,-1.6339,-0.1926
40693,RR,0.4012,0.1473,1000,2.72,0.0066,0.05,0.1121,0.6903
40705,Zero-Inflation Proportion pi,0.2805,0.1171,1000,2.40,0.0167,0.05,0.05083,0.5102
40705,logRR,-0.8315,0.4133,1000,-2.01,0.0445,0.05,-1.6426,-0.02038
40705,RR,0.4354,0.1800,1000,2.42,0.0157,0.05,0.08224,0.7886
40716,Zero-Inflation Proportion pi,0.1694,0.08016,1000,2.11,0.0348,0.05,0.01214,0.3268
40716,logRR,-0.6865,0.3285,1000,-2.09,0.0369,0.05,-1.3312,-0.04178
40716,RR,0.5033,0.1654,1000,3.04,0.0024,0.05,0.1788,0.8279
40727,Zero-Inflation Proportion pi,0.1207,0.06779,1000,1.78,0.0754,0.05,-0.01236,0.2537
40727,logRR,-0.8132,0.3258,1000,-2.50,0.0127,0.05,-1.4525,-0.1740
40727,RR,0.4434,0.1445,1000,3.07,0.0022,0.05,0.1600,0.7269
40730,Zero-Inflation Proportion pi,0.1772,0.07665,1000,2.31,0.0210,0.05,0.02680,0.3276
40730,logRR,-0.7597,0.3968,1000,-1.91,0.0558,0.05,-1.5383,0.01900
40730,RR,0.4678,0.1856,1000,2.52,0.0119,0.05,0.1035,0.8321
40865,Zero-Inflation Proportion pi,0.002229,,1000,,,0.05,,
40865,logRR,-0.1401,,1000,,,0.05,,
40865,RR,0.8693,,1000,,,0.05,,
40996,Zero-Inflation Proportion pi,0.1512,,1000,,,0.05,,
40996,logRR,-0.2935,,1000,,,0.05,,
40996,RR,0.7457,,1000,,,0.05,,
41001,Zero-Inflation Proportion pi,0.1512,,1000,,,0.05,,
41001,logRR,-0.2935,,1000,,,0.05,,
41001,RR,0.7457,,1000,,,0.05,,
41029,Zero-Inflation Proportion pi,0.000018,0.001961,1000,0.01,0.9926,0.05,-0.00383,0.003867
41029,logRR,-0.2712,0.1719,1000,-1.58,0.1148,0.05,-0.6085,0.06600
41029,RR,0.7624,0.1310,1000,5.82,<.0001,0.05,0.5053,1.0196
41237,Zero-Inflation Proportion pi,7.16E-11,,1000,,,0.05,,
41237,logRR,0.1258,0.2734,1000,0.46,0.6454,0.05,-0.4106,0.6622
41237,RR,1.1341,0.3100,1000,3.66,0.0003,0.05,0.5257,1.7424
41250,Zero-Inflation Proportion pi,7.16E-11,,1000,,,0.05,,
41250,logRR,0.1258,0.2734,1000,0.46,0.6454,0.05,-0.4106,0.6622
41250,RR,1.1341,0.3100,1000,3.66,0.0003,0.05,0.5257,1.7424
41360,Zero-Inflation Proportion pi,1.022E-6,0.000272,1000,0.00,0.9970,0.05,-0.00053,0.000534
41360,logRR,-1.3716,0.4766,1000,-2.88,0.0041,0.05,-2.3069,-0.4364
41360,RR,0.2537,0.1209,1000,2.10,0.0361,0.05,0.01643,0.4910
41366,Zero-Inflation Proportion pi,0.02984,0.08959,1000,0.33,0.7391,0.05,-0.1460,0.2056
41366,logRR,-0.02009,0.2342,1000,-0.09,0.9317,0.05,-0.4796,0.4394
41366,RR,0.9801,0.2295,1000,4.27,<.0001,0.05,0.5298,1.4305
41546,Zero-Inflation Proportion pi,1.224E-6,0.000105,1000,0.01,0.9907,0.05,-0.00020,0.000207
41546,logRR,1.4379,0.4176,1000,3.44,0.0006,0.05,0.6184,2.2575
41546,RR,4.2120,1.7590,1000,2.39,0.0168,0.05,0.7602,7.6638
41549,Zero-Inflation Proportion pi,8.54E-19,,1000,,,0.05,,
41549,logRR,1.1022,0.6649,1000,1.66,0.0977,0.05,-0.2024,2.4069
41549,RR,3.0109,2.0018,1000,1.50,0.1329,0.05,-0.9173,6.9391
41550,Zero-Inflation Proportion pi,0.001964,,1000,,,0.05,,
41550,logRR,-0.2597,,1000,,,0.05,,
41550,RR,0.7713,,1000,,,0.05,,
41552,Zero-Inflation Proportion pi,0.09607,0.1215,1000,0.79,0.4293,0.05,-0.1424,0.3345
41552,logRR,1.7039,0.4752,1000,3.59,0.0004,0.05,0.7713,2.6365
41552,RR,5.4954,2.6116,1000,2.10,0.0356,0.05,0.3706,10.6201
41740,Zero-Inflation Proportion pi,0.1985,0.1035,1000,1.92,0.0554,0.05,-0.00459,0.4017
41740,logRR,-0.8701,0.2273,1000,-3.83,0.0001,0.05,-1.3162,-0.4241
41740,RR,0.4189,0.09521,1000,4.40,<.0001,0.05,0.2321,0.6057
41813,Zero-Inflation Proportion pi,0.2716,0.1380,1000,1.97,0.0494,0.05,0.000752,0.5425
41813,logRR,-0.09518,0.5104,1000,-0.19,0.8521,0.05,-1.0968,0.9064
41813,RR,0.9092,0.4641,1000,1.96,0.0504,0.05,-0.00146,1.8199
44033,Zero-Inflation Proportion pi,0.1789,0.1141,1000,1.57,0.1171,0.05,-0.04495,0.4028
44033,logRR,-0.7110,0.2669,1000,-2.66,0.0078,0.05,-1.2347,-0.1873
44033,RR,0.4912,0.1311,1000,3.75,0.0002,0.05,0.2340,0.7484
44051,Zero-Inflation Proportion pi,0.05995,0.1367,1000,0.44,0.6610,0.05,-0.2082,0.3281
44051,logRR,-0.5813,0.2853,1000,-2.04,0.0418,0.05,-1.1411,-0.02157
44051,RR,0.5591,0.1595,1000,3.51,0.0005,0.05,0.2462,0.8721
44271,Zero-Inflation Proportion pi,0.1016,0.1565,1000,0.65,0.5164,0.05,-0.2056,0.4088
44271,logRR,-0.4272,0.3385,1000,-1.26,0.2072,0.05,-1.0914,0.2370
44271,RR,0.6523,0.2208,1000,2.95,0.0032,0.05,0.2191,1.0856
44274,Zero-Inflation Proportion pi,0.2474,0.1331,1000,1.86,0.0633,0.05,-0.01377,0.5087
44274,logRR,-0.7348,0.3009,1000,-2.44,0.0148,0.05,-1.3252,-0.1444
44274,RR,0.4796,0.1443,1000,3.32,0.0009,0.05,0.1964,0.7628
44279,Zero-Inflation Proportion pi,0.09715,,1000,,,0.05,,
44279,logRR,-0.1714,,1000,,,0.05,,
44279,RR,0.8425,,1000,,,0.05,,
44386,Zero-Inflation Proportion pi,0.1861,,1000,,,0.05,,
44386,logRR,-0.04480,,1000,,,0.05,,
44386,RR,0.9562,,1000,,,0.05,,
44397,Zero-Inflation Proportion pi,0.1166,2.305E-6,1000,50597.8,<.0001,0.05,0.1166,0.1166
44397,logRR,1.4949,,1000,,,0.05,,
44397,RR,4.4587,,1000,,,0.05,,
44474,Zero-Inflation Proportion pi,0.000036,0.002395,1000,0.01,0.9880,0.05,-0.00466,0.004737
44474,logRR,-0.5351,0.4581,1000,-1.17,0.2431,0.05,-1.4341,0.3639
44474,RR,0.5856,0.2683,1000,2.18,0.0293,0.05,0.05917,1.1121
44487,Zero-Inflation Proportion pi,0.000036,0.002395,1000,0.01,0.9880,0.05,-0.00466,0.004737
44487,logRR,-0.5351,0.4581,1000,-1.17,0.2431,0.05,-1.4341,0.3639
44487,RR,0.5856,0.2683,1000,2.18,0.0293,0.05,0.05917,1.1121
45471,Zero-Inflation Proportion pi,1E-6,,1000,,,0.05,,
45471,logRR,0.6202,0.5999,1000,1.03,0.3014,0.05,-0.5570,1.7974
45471,RR,1.8594,1.1154,1000,1.67,0.0958,0.05,-0.3295,4.0482
45473,Zero-Inflation Proportion pi,0.000028,,1000,,,0.05,,
45473,logRR,1.7932,0.6352,1000,2.82,0.0049,0.05,0.5467,3.0396
45473,RR,6.0085,3.8165,1000,1.57,0.1157,0.05,-1.4808,13.4979
45494,Zero-Inflation Proportion pi,0.000265,,1000,,,0.05,,
45494,logRR,-0.1135,,1000,,,0.05,,
45494,RR,0.8927,,1000,,,0.05,,
45502,Zero-Inflation Proportion pi,0.000027,0.000714,1000,0.04,0.9703,0.05,-0.00137,0.001428
45502,logRR,-0.1146,0.1659,1000,-0.69,0.4900,0.05,-0.4402,0.2110
45502,RR,0.8918,0.1480,1000,6.03,<.0001,0.05,0.6014,1.1821
45507,Zero-Inflation Proportion pi,3.984E-6,,1000,,,0.05,,
45507,logRR,-0.3415,0.2607,1000,-1.31,0.1905,0.05,-0.8530,0.1701
45507,RR,0.7107,0.1853,1000,3.84,0.0001,0.05,0.3471,1.0743
45514,Zero-Inflation Proportion pi,1.89E-6,,1000,,,0.05,,
45514,logRR,-0.1144,0.1686,1000,-0.68,0.4976,0.05,-0.4453,0.2165
45514,RR,0.8919,0.1504,1000,5.93,<.0001,0.05,0.5968,1.1870
45645,Zero-Inflation Proportion pi,1.22E-19,,1000,,,0.05,,
45645,logRR,0.1902,,1000,,,0.05,,
45645,RR,1.2095,,1000,,,0.05,,
45652,Zero-Inflation Proportion pi,0.000065,,1000,,,0.05,,
45652,logRR,-0.1045,,1000,,,0.05,,
45652,RR,0.9008,,1000,,,0.05,,
45655,Zero-Inflation Proportion pi,0.000132,0.003229,1000,0.04,0.9673,0.05,-0.00620,0.006469
45655,logRR,0.1643,0.1662,1000,0.99,0.3229,0.05,-0.1617,0.4904
45655,RR,1.1786,0.1958,1000,6.02,<.0001,0.05,0.7943,1.5629
45661,Zero-Inflation Proportion pi,1.22E-19,,1000,,,0.05,,
45661,logRR,0.1902,,1000,,,0.05,,
45661,RR,1.2095,,1000,,,0.05,,
45668,Zero-Inflation Proportion pi,0.000065,,1000,,,0.05,,
45668,logRR,-0.1045,,1000,,,0.05,,
45668,RR,0.9008,,1000,,,0.05,,
